Node Number	Shear Stress (Pa)
19187	1.1906e+005
19188	-1.7901e+006
19189	-1.7617e+006
19190	4.8371e+005
19191	-19444
19192	4.8282e+005
19193	5.1361e+005
19194	-7.7888e+005
19195	-9.735e+005
19196	1.0166e+005
19197	1.3245e+005
19198	1.0408e+005
19199	58082
19200	1.1992e+005
19201	-4.7776e+005
19202	-6.8525e+005
19203	-44920
19204	79582
19205	-27580
19206	-73581
19207	6.4434e+005
19208	-11745
19209	5.3385e+005
19210	-55926
19211	2.9914e+005
19212	8282.3
19213	1.2367e+005
19214	2.4817e+005
19215	8.1293e+005
19216	1.6908e+006
19217	1.8563e+006
19218	1.7982e+006
19219	1.0613e+006
19220	-7.2958e+005
19221	1.1558e+005
19222	-1.7528e+005
19223	2.2942e+006
19224	1.7811e+006
19225	2.4718e+006
19226	1.6146e+006
19227	2.4005e+005
19228	4.4273e+005
19229	-2.7973e+006
19230	-8.2646e+005
19231	-1.2468e+006
19232	-2.9952e+006
19233	-6.6537e+005
19234	1.8041e+006
19235	2.9849e+006
19236	1.291e+006
19237	1.8623e+006
19238	2.8269e+006
19239	1.9697e+006
19240	1.2881e+005
19241	1.7369e+006
19242	1.8453e+006
19243	1.6788e+006
19244	60206
19245	-3.1369e+005
19246	-1.5114e+006
19247	-1.6293e+006
19248	-1.8688e+006
19249	-1.0063e+006
19250	-1.4266e+006
19251	-1.6661e+006
19252	-14459
19253	-2.5286e+006
19254	-1.6826e+006
19255	-2.6153e+006
19256	-2.0582e+006
19257	-3.0785e+006
19258	2.442e+005
19259	8.0896e+005
19260	1.5287e+005
19261	1.6868e+006
19262	9.3346e+005
19263	1.6553e+006
19264	1.9768e+006
19265	8.2297e+005
19266	1.1819e+006
19267	-3.9073e+005
19268	-3.8225e+006
19269	-2.5675e+006
19270	-3.1228e+006
19271	-2.2182e+006
19272	-2.7132e+006
19273	-2.4168e+006
19274	-1.4582e+006
19275	1.249e+005
19276	-2.7689e+006
19277	-2.5485e+006
19278	-3.3456e+006
19279	-2.6583e+006
19280	-2.9263e+006
19281	-3.5185e+005
19282	-1.1113e+006
19283	-2.1675e+006
19284	-1.6144e+006
19285	-2.699e+006
19286	-2.3325e+006
19287	-2.6707e+006
19288	-1.8091e+006
19289	1.8032e+005
19290	-1.1122e+006
19291	-4.2989e+005
19292	-6.3737e+005
19293	-1.3068e+006
19294	-1.0814e+006
19295	-6.0659e+005
19296	-1.8768e+005
19297	-2.8693e+006
19298	-3.0063e+006
19299	-2.1035e+006
19300	-3.804e+006
19301	-4.7781e+006
19302	-4.0881e+006
19303	-2.8426e+006
19304	-2.6339e+006
19305	-3.3653e+006
19306	-2.6055e+006
19307	-3.5434e+006
19308	1.0837e+005
19309	1.7021e+005
19310	-6.3495e+005
19311	1.2421e+005
19312	4.1158e+005
19313	-4.7347e+005
19314	6.698e+005
19315	1.2159e+005
19316	51503
19317	1.3344e+005
19318	7154.
19319	1.1897e+005
19320	80769
19321	1.4468e+005
19322	1.5336e+006
19323	7.5597e+005
19324	1.0602e+006
19325	-22409
19326	-38314
19327	42460
19328	-13836
19329	52838
19330	-23168
19331	-3.2576e+005
19332	3.6692e+005
19333	-5.1812e+005
19334	-5.4475e+005
19335	-3.8967e+005
19336	-6.9987e+005
19337	-3.3994e+005
19338	-7.113e+005
19339	-4.9244e+005
19340	-6.1647e+005
19341	-2.6224e+006
19342	-3.5965e+006
19343	-2.2558e+006
19344	-2.5397e+006
19345	-3.1306e+005
19346	-4.1365e+005
19347	2.8274e+005
19348	-7.4913e+005
19349	-3.6173e+005
19350	-3.0738e+005
19351	-3.5814e+006
19352	-1.7578e+006
19353	-3.5901e+006
19354	-1.909e+006
19355	-3.0259e+006
19356	1.8977e+005
19357	353.84
19358	1.4314e+005
19359	1.2052e+005
19360	1.5875e+005
19361	-11977
19362	-2.3064e+006
19363	-7.1095e+005
19364	-2.0936e+006
19365	-80157
19366	-1.1338e+005
19367	-2.0002e+005
19368	-1.4567e+005
19369	-1.2588e+005
19370	-5.0228e+005
19371	-2.8517e+006
19372	-1.8932e+006
19373	-1.5961e+006
19374	-3.4284e+006
19375	3.4385e+005
19376	-2.4237e+005
19377	-9.2772e+005
19378	-2.4626e+005
19379	-3.8368e+005
19380	2.0031e+006
19381	-3.5203e+006
19382	-1.8479e+006
19383	-1.9883e+005
19384	-1.0995e+005
19385	-1.8045e+005
19386	-3.0447e+005
19387	1.7033e+005
19388	6200.6
19389	-2.3104e+006
19390	-3.0418e+006
19391	-3.3813e+005
19392	-8.6078e+005
19393	-5.601e+005
19394	-6.1467e+005
19395	-4.3645e+005
19396	3.2557e+006
19397	-3.5947e+006
19398	3.0263e+006
19399	-2.5379e+006
19400	46986
19401	-1.3744e+005
19402	-3.2123e+005
19403	11898
19404	-18349
19405	-5.136e+005
19406	-9.2575e+005
19407	-1.3905e+006
19408	-25216
19409	-3.8531e+005
19410	-1.7493e+005
19411	-3.3713e+005
19412	45547
19413	1.0989e+006
19414	-5.5613e+005
19415	-1.9298e+006
19416	4422.3
19417	6946.6
19418	87048
19419	70862
19420	-93255
19421	7.3795e+005
19422	1.4597e+006
19423	9.8636e+005
19424	1.3709e+005
19425	41624
19426	1.2709e+005
19427	1.528e+005
19428	1.096e+005
19429	-7.6957e+005
19430	1.5417e+006
19431	-6.7099e+005
19432	7.6408e+005
19433	2.848e+005
19434	-1.7833e+005
19435	-36134
19436	798.09
19437	-37402
19438	-54655
19439	90494
19440	1.2893e+006
19441	1.737e+006
19442	6.3779e+005
19443	1.2763e+005
19444	2.6749e+005
19445	1.1417e+005
19446	1.6102e+005
19447	1.7737e+005
19448	2.156e+005
19449	-1.3168e+006
19450	-6.541e+005
19451	-1.4348e+006
19452	-6.6519e+005
19453	-4.0925e+005
19454	-4.7238e+005
19455	2.2764e+006
19456	1.9229e+006
19457	2.1589e+005
19458	2.9599e+005
19459	3.3086e+005
19460	3.4379e+005
19461	1.767e+006
19462	2.8304e+006
19463	2.7893e+006
19464	1.9321e+006
19465	-75592
19466	-1.2883e+005
19467	-54683
19468	-12478
19469	-2.8426e+006
19470	-2.5602e+006
19471	-2.7596e+006
19472	-1.5249e+006
19473	8377.2
19474	3.0905e+005
19475	3.1271e+005
19476	5.2374e+005
19477	3.6634e+006
19478	-2.8239e+006
19479	-2.2684e+006
19480	-2.8849e+005
19481	-3.016e+005
19482	49174
19483	61709
19484	-1.9169e+006
19485	-2.4315e+006
19486	-3.1629e+006
19487	-2.0649e+006
19488	-2.4031e+006
19489	-3.4956e+005
19490	-1.3919e+005
19491	-76518
19492	-2.106e+005
19493	3.3862e+006
19494	2.2962e+006
19495	-2.178e+006
19496	71510
19497	46226
19498	76767
19499	16519
19500	-4.4873e+005
19501	-8.6088e+005
19502	1.4633e+005
19503	-4.5431e+005
19504	65935
19505	-29527
19506	70024
19507	-81042
19508	39306
19509	-5.3165e+005
19510	38942
19511	1.5333e+005
19512	67505
19513	-1.2908e+005
19514	1.3071e+005
19515	-1.5837e+005
19516	-7.0076e+005
19517	-2.4931e+006
19518	-1.3916e+006
19519	-5.1054e+005
19520	-5.0207e+005
19521	-6.7275e+005
19522	7.6328e+005
19523	1.9248e+006
19524	-2.2654e+006
19525	-2.5493e+006
19526	-7.2282e+005
19527	-6.361e+005
19528	-7.7738e+005
19529	2.6315e+006
19530	-3.7574e+006
19531	-3.3003e+006
19532	37147
19533	56604
19534	1.4833e+005
19535	1.0598e+005
19536	4.467e+005
19537	-4.6497e+005
19538	2.8032e+005
19539	-8.1755e+005
19540	-1.361e+005
19541	10577
19542	-1.4454e+005
19543	2.1133e+006
19544	-1.8836e+006
19545	-2.439e+006
19546	2.3839e+006
19547	-4.3247e+006
19548	-1.7377e+006
19549	-1.5343e+006
19550	-4.121e+006
19551	-4820.6
19552	42030
19553	4.849e+005
19554	-2.7525e+006
19555	-1.5538e+006
19556	-1.0652e+006
19557	-66514
19558	-1.2197e+005
19559	84327
19560	-42022
19561	1.222e+006
19562	-1.4635e+006
19563	-8.4799e+005
19564	-8.6459e+005
19565	5.7048e+005
19566	-2.9849e+005
19567	-2.0746e+005
19568	2.9322e+006
19569	3.3936e+006
19570	-3.4567e+006
19571	-79690
19572	-3.7159e+005
19573	9.7366e+005
19574	2.1352e+006
19575	9660.4
19576	-1.0983e+005
19577	-8.695e+005
19578	10518
19579	1.8486e+005
19580	-9.5886e+005
19581	-5.9797e+005
19582	-8.2988e+005
19583	1.4279e+006
19584	1.6986e+006
19585	-2.7011e+005
19586	-4.4079e+005
19587	93197
19588	-1.3791e+005
19589	-1.8855e+006
19590	-1.3154e+006
19591	-2.0335e+006
19592	-1.0453e+006
19593	-1.5101e+006
19594	-1.9546e+005
19595	-3.3674e+005
19596	-79106
19597	-26072
19598	-2.3426e+006
19599	-2.9092e+006
19600	-2.6268e+006
19601	5881.1
19602	97604
19603	-66513
19604	-23827
19605	44966
19606	7.6469e+005
19607	57457
19608	1.0599e+005
19609	-1.077e+005
19610	38978
19611	-2.4343e+005
19612	-4.6431e+005
19613	-1.8552e+006
19614	-1.5059e+006
19615	-5837.8
19616	1.8189e+005
19617	1.8697e+005
19618	2.3647e+005
19619	-3.8157e+005
19620	-1.296e+006
19621	-3.8285e+005
19622	-1.4139e+006
19623	-1.6534e+006
19624	1.5245e+005
19625	20228
19626	1.6538e+005
19627	1.3642e+006
19628	1.5147e+006
19629	8.4562e+005
19630	95125
19631	1.3711e+005
19632	-6.8547e+005
19633	7.4961e+005
19634	1.1631e+005
19635	1.6411e+005
19636	1.5873e+006
19637	1.8106e+006
19638	7.1141e+005
19639	1.7524e+006
19640	1.0156e+006
19641	16113
19642	1.6674e+006
19643	8.4732e+005
19644	1.0957e+006
19645	-3.8998e+005
19646	-2.68e+006
19647	-1.6448e+006
19648	-2.9129e+006
19649	-4.539e+005
19650	-2.4131e+006
19651	-2.0466e+006
19652	72321
19653	3.7069e+005
19654	-5.1436e+005
19655	80702
19656	-2.5372e+006
19657	-3.5113e+006
19658	-2.8213e+006
19659	-3.0542e+006
19660	-8.1695e+005
19661	-8.4357e+005
19662	-2.2172e+006
19663	-1.6938e+006
19664	6685.7
19665	-1.8875e+006
19666	-3.4227e+006
19667	-1.7416e+006
19668	-1.5382e+006
19669	8.3113e+005
19670	1.5529e+006
19671	4.6241e+005
19672	7.2064e+005
19673	1.7242e+005
19674	2.9604e+005
19675	1.3074e+005
19676	-2.2962e+006
19677	-7.0073e+005
19678	-1.3915e+006
19679	-10279
19680	1.1941e+006
19681	1.1007e+005
19682	-4.6089e+005
19683	8.8464e+005
19684	-18569
19685	11432
19686	-8.9597e+005
19687	-4.894e+005
19688	-3.0892e+005
19689	3.5173e+006
19690	3.2879e+006
19691	4.3086e+005
19692	2.542e+005
19693	-2.7938e+006
19694	-2.038e+005
19695	1.972e+006
19696	2.9359e+006
19697	-3.5515e+006
19698	-58198
19699	-4.7681e+005
19700	-2.8263e+006
19701	-2.8053e+006
19702	-1.5706e+006
19703	1.1962e+005
19704	-8.0153e+005
19705	-7.0296e+005
19706	44922
19707	-2.4416e+005
19708	-2.2953e+006
19709	-2.7659e+006
19710	-7.8655e+005
19711	-2.5788e+006
19712	-1.5672e+006
19713	2.7907e+005
19714	2.547e+006
19715	2.7657e+006
19716	1.6284e+006
19717	2.5448e+006
19718	1.8674e+006
19719	-1.0723e+005
19720	-6.7577e+005
19721	6.9954e+005
19722	2.288e+006
19723	2.08e+005
19724	1.3456e+006
19725	-7.2431e+005
19726	8.271e+005
19727	5.1829e+005
19728	-4.8932e+005
19729	-1.5204e+006
19730	-1.0318e+006
19731	-52711
19732	6.6702e+005
19733	-40220
19734	1.4871e+005
19735	2.594e+005
19736	27484
19737	2.8975e+006
19738	2.5559e+006
19739	-2.0541e+006
19740	-10025
19741	2466.
19742	50994
19743	-5.4965e+005
19744	2.1229e+005
19745	-1.5353e+006
19746	-2.7813e+006
19747	37042
19748	-2.8461e+006
19749	-2.7631e+006
19750	-6.3233e+005
19751	-4.4074e+005
19752	-2.7754e+006
19753	-1.6739e+006
19754	-1.1335e+006
19755	-5.1802e+005
19756	-2.2762e+006
19757	-2.61e+006
19758	-5.8891e+005
19759	-2.2265e+006
19760	-2.9579e+006
19761	-2.7931e+006
19762	-1.7664e+006
19763	-9.2622e+005
19764	-3.4991e+006
19765	-3.2027e+006
19766	-2.2441e+006
19767	-2.9963e+006
19768	-1.8948e+006
19769	1.3509e+005
19770	-35641
19771	2.8344e+006
19772	-4.8296e+005
19773	2.4809e+006
19774	-2.1173e+006
19775	1.4908e+006
19776	2.5599e+006
19777	1.9385e+006
19778	1.6413e+006
19779	2.0468e+006
19780	1.8803e+006
19781	-1.2599e+006
19782	-6.6098e+005
19783	-7.2334e+005
19784	13861
19785	-4.3346e+005
19786	-1.3479e+006
19787	-6.8511e+005
19788	-2.0678e+006
19789	71258
19790	-2.5212e+006
19791	-2.9918e+006
19792	-2.8047e+006
19793	-40997
19794	3.1538e+006
19795	2.0638e+006
19796	3.1469e+006
19797	75049
19798	2.9451e+006
19799	2.6035e+006
19800	-2.4513e+006
19801	2.3716e+006
19802	-2.2385e+006
19803	-2.2783e+006
19804	69568
19805	-1.6883e+005
19806	2.1493e+005
19807	-1.5801e+006
19808	-1.4214e+006
19809	-1.5599e+006
19810	-3.3711e+006
19811	-1.6884e+006
19812	-1.0163e+006
19813	-6.9976e+006
19814	-6.8996e+005
19815	-6.9773e+006
19816	38312
19817	-1.9329e+006
19818	-4.0904e+006
19819	-4.9755e+006
19820	-7.332e+006
19821	-2.6099e+006
19822	-9.3982e+006
19823	-5.8548e+006
19824	-3.7717e+006
19825	-1.2819e+007
19826	-2.4593e+006
19827	-1.2402e+005
19828	-4.4096e+006
19829	-9.29e+006
19830	-9.3688e+006
19831	-4.2468e+006
19832	-8.5574e+006
19833	-1.5591e+007
19834	-4.0192e+006
19835	-1.0547e+006
19836	-6.3405e+006
19837	-1.2911e+007
19838	-1.1297e+007
19839	-9.1685e+006
19840	-1.6146e+007
19841	-6.6632e+006
19842	-1.0146e+007
19843	-5.2813e+006
19844	-5.9809e+006
19845	-1.205e+007
19846	-1.2367e+007
19847	-4.4354e+006
19848	-9.2581e+006
19849	-2.8911e+006
19850	-3.9122e+006
19851	-2.3754e+007
19852	-2.235e+007
19853	-1.8632e+007
19854	-1.7018e+007
19855	-2.8202e+007
19856	-2.7649e+007
19857	-2.225e+007
19858	-2.1867e+007
19859	-1.2384e+007
19860	-1.5832e+007
19861	4.7964e+006
19862	-7.8789e+005
19863	6.9502e+006
19864	-5.4455e+006
19865	8.131e+006
19866	6.7444e+006
19867	-8.1207e+005
19868	8.3414e+006
19869	-1.9345e+007
19870	-2.0835e+007
19871	-1.4749e+007
19872	-1.4828e+007
19873	-2.3795e+007
19874	-2.5343e+007
19875	-1.8862e+007
19876	-1.4017e+007
19877	-2.2954e+007
19878	-1.825e+007
19879	4.7766e+006
19880	-1.8471e+005
19881	7.6874e+006
19882	-4.4682e+006
19883	8.4199e+006
19884	7.5665e+006
19885	6.5376e+005
19886	-3.6568e+006
19887	-1.0593e+007
19888	-1.3214e+007
19889	-8.5909e+006
19890	-1.3797e+007
19891	-1.5934e+007
19892	-1.1379e+007
19893	-1.6124e+007
19894	-1.3014e+007
19895	-7.3871e+006
19896	2.7305e+006
19897	2.7147e+005
19898	5.2955e+006
19899	-2.2833e+006
19900	4.8494e+006
19901	3.4027e+006
19902	82261
19903	-2.2732e+006
19904	-1.0795e+006
19905	-5.3635e+006
19906	-3.0583e+006
19907	-5.0888e+006
19908	-2.8997e+006
19909	-5.7622e+006
19910	-4.8494e+006
19911	-3.1667e+006
19912	-6.5798e+006
19913	2.2774e+005
19914	1.9507e+006
19915	1.0845e+006
19916	-5.5185e+005
19917	1.3721e+006
19918	1.9019e+006
19919	-8.1883e+005
19920	5.3475e+005
19921	3.2488e+005
19922	8.4611e+005
19923	-9.4891e+005
19924	4.2146e+005
19925	-3.976e+005
19926	-9.287e+005
19927	1.6125e+006
19928	3.3479e+005
19929	-3.8515e+005
19930	-6.8731e+006
19931	-1.6595e+007
19932	-8.5313e+006
19933	-1.7105e+007
19934	-1.1519e+007
19935	-1.3959e+007
19936	-8.3906e+006
19937	-8.8441e+006
19938	-1.085e+007
19939	-1.2232e+007
19940	-6.7902e+006
19941	-5.504e+006
19942	-1.2676e+007
19943	3.5325e+006
19944	-3.6667e+006
19945	2.7002e+006
19946	-2.2607e+005
19947	-1.1625e+006
19948	1.6848e+006
19949	-1.9256e+006
19950	-6.3937e+005
19951	-3.1349e+006
19952	-5.1654e+006
19953	-2.6207e+006
19954	-2.5836e+006
19955	-4.9259e+006
19956	-4.9202e+006
19957	-6.1838e+006
19958	-2.4794e+007
19959	-2.1074e+007
19960	-3.0644e+007
19961	-3.0522e+007
19962	-2.4309e+007
19963	-2.8202e+007
19964	-2.2209e+007
19965	2.4751e+006
19966	1.0347e+007
19967	1.1096e+007
19968	1.3333e+007
19969	-3.5288e+005
19970	1.0421e+007
19971	2.1525e+006
19972	1.1306e+007
19973	6.5722e+006
19974	-1.8113e+007
19975	-1.5816e+007
19976	-2.4861e+007
19977	-2.3495e+007
19978	-1.9928e+007
19979	2.8263e+006
19980	7.8503e+006
19981	1.0755e+007
19982	1.0498e+007
19983	9.9017e+006
19984	2.989e+006
19985	1.1217e+007
19986	-8.7714e+006
19987	-7.6855e+006
19988	-1.3777e+007
19989	-1.2049e+007
19990	-1.0927e+007
19991	-1.4063e+007
19992	-1.2993e+007
19993	1.4875e+006
19994	3.2105e+006
19995	5.5777e+006
19996	4.5148e+006
19997	4.1309e+006
19998	8.1054e+005
19999	6.3261e+006
20000	-2.3537e+007
20001	-1.9615e+007
20002	-2.3079e+007
20003	-2.8086e+007
20004	-1.9933e+007
20005	-2.6656e+007
20006	-2.117e+007
20007	-1.6824e+007
20008	-2.383e+007
20009	-2.5395e+007
20010	1.7701e+006
20011	9.5082e+006
20012	7.1783e+006
20013	1.0733e+007
20014	1.1389e+007
20015	3.3156e+006
20016	8.6076e+006
20017	9.8489e+006
20018	4.8599e+006
20019	3.5647e+006
20020	-6.3397e+006
20021	-4.014e+006
20022	1.6719e+006
20023	-1.2965e+006
20024	-4.0039e+006
20025	5.0613e+006
20026	-9.3814e+006
20027	-7.0943e+006
20028	-5.6388e+006
20029	5.1355e+006
20030	4.9404e+006
20031	-7.0033e+006
20032	-6.2828e+006
20033	-4.9974e+005
20034	-1.0516e+007
20035	1.2393e+006
20036	-2.6411e+006
20037	-1.2633e+006
20038	1.1905e+006
20039	-1.5302e+006
20040	-1.1607e+006
20041	-2.4343e+006
20042	4.3304e+006
20043	-8.0653e+006
20044	-9.4767e+006
20045	-1.8621e+006
20046	-6.6849e+006
20047	4.1246e+006
20048	-3.4318e+006
20049	-3.1782e+005
20050	-6.8801e+006
20051	-2.1962e+007
20052	-1.8815e+007
20053	-1.6376e+007
20054	-2.0486e+007
20055	-1.7532e+007
20056	9.1851e+005
20057	4.9387e+005
20058	5.1054e+005
20059	7.9006e+005
20060	1.6849e+006
20061	1.6004e+006
20062	4.072e+005
20063	1.588e+006
20064	1.3666e+007
20065	1.5919e+007
20066	1.3008e+007
20067	1.2813e+007
20068	1.3892e+007
20069	8.1426e+006
20070	1.1237e+007
20071	6.6959e+006
20072	3.7274e+006
20073	1.1956e+007
20074	8.3837e+006
20075	2.3836e+006
20076	4.2666e+006
20077	2.9134e+006
20078	5.6227e+005
20079	6.0778e+006
20080	1.3249e+007
20081	1.3949e+007
20082	1.2409e+007
20083	1.1863e+007
20084	7.4203e+006
20085	-1.3518e+007
20086	-1.1192e+007
20087	-2.1197e+007
20088	-1.8535e+007
20089	-1.3981e+007
20090	-1.8726e+007
20091	-1.7631e+007
20092	-1.3803e+007
20093	-1.1182e+007
20094	-1.9672e+007
20095	-1.7385e+007
20096	-2.912e+007
20097	-2.79e+007
20098	-2.68e+007
20099	-2.551e+007
20100	-2.0807e+007
20101	-5.8845e+006
20102	-4.5066e+006
20103	-7.3692e+006
20104	-1.0248e+007
20105	-8.8171e+006
20106	-9.1261e+006
20107	-1.0158e+007
20108	-8.1867e+006
20109	-1.8056e+007
20110	-1.9467e+007
20111	-2.7937e+007
20112	-2.8687e+007
20113	-2.3288e+007
20114	-2.3682e+007
20115	-1.687e+007
20116	8.2411e+006
20117	5.3148e+006
20118	8.5654e+006
20119	7.2257e+006
20120	9.6704e+006
20121	8.4656e+006
20122	4.9015e+006
20123	-5.722e+005
20124	2.84e+005
20125	-5.3507e+005
20126	-1.0662e+006
20127	1.9733e+005
20128	-2.561e+005
20129	1.5175e+006
20130	1.1014e+006
20131	1.9962e+006
20132	2.0473e+006
20133	-6.7347e+005
20134	-1389.1
20135	-4.3906e+006
20136	-1.8089e+006
20137	-2.34e+006
20138	-4.1512e+006
20139	-7.0945e+006
20140	-6.1817e+006
20141	-8.5393e+006
20142	-7.9121e+006
20143	-1.8843e+006
20144	-8.3129e+006
20145	-5.6377e+006
20146	-2.7215e+006
20147	-3.5838e+006
20148	1.0963e+007
20149	3.5461e+006
20150	8.8381e+006
20151	4.0693e+006
20152	4.8069e+006
20153	3.4672e+006
20154	7.1913e+005
20155	-1.4323e+005
20156	1.8722e+006
20157	-1.3665e+007
20158	-1.2209e+007
20159	-1.9187e+007
20160	-1.7087e+007
20161	-8.8945e+006
20162	-1.5333e+007
20163	-6.177e+006
20164	-1.0488e+007
20165	-1.1506e+007
20166	-1.0639e+007
20167	-8.8843e+006
20168	-3.4207e+006
20169	-8.0402e+006
20170	-3.3181e+006
20171	-4.5917e+006
20172	-1.0566e+007
20173	-1.48e+007
20174	-9.3572e+006
20175	-6.5587e+006
20176	-5.365e+006
20177	-1.4134e+007
20178	-8.0894e+006
20179	-1.1538e+007
20180	-6.6623e+006
20181	-2.3098e+006
20182	-3.2139e+006
20183	-5.723e+006
20184	-1.5863e+007
20185	-1.2754e+007
20186	-1.9761e+007
20187	-1.2949e+007
20188	6.6337e+006
20189	6.2498e+006
20190	8.445e+006
20191	-1.5254e+007
20192	-1.9118e+007
20193	-1.7267e+007
20194	-1.6198e+007
20195	1.4142e+007
20196	1.3545e+007
20197	1.4861e+007
20198	-2.7945e+007
20199	-3.086e+007
20200	-2.4379e+007
20201	-2.847e+007
20202	1.6668e+007
20203	1.3044e+007
20204	1.464e+007
20205	-3.497e+007
20206	-3.4538e+007
20207	-2.8756e+007
20208	1.389e+006
20209	2.2838e+006
20210	2.3348e+006
20211	-1.9326e+007
20212	-2.6049e+007
20213	-2.0564e+007
20214	-1.6217e+007
20215	-2.0996e+007
20216	-1.7599e+007
20217	-2.4789e+007
20218	-1.8043e+007
20219	-1.2947e+006
20220	-1.8258e+006
20221	-3.6313e+006
20222	-3.2312e+006
20223	-1.0157e+006
20224	-1.5429e+006
20225	3.9725e+005
20226	1.0771e+006
20227	3.8369e+005
20228	2.9391e+005
20229	-1.5952e+005
20230	-9.2159e+006
20231	-1.0557e+007
20232	-8.5855e+006
20233	-1.2095e+007
20234	-1.2404e+007
20235	-1.3436e+007
20236	-1.5539e+007
20237	-2.3917e+007
20238	-2.4107e+007
20239	-2.3012e+007
20240	-2.4382e+007
20241	-3.3628e+007
20242	-2.8634e+007
20243	-3.2528e+007
20244	-3.3236e+007
20245	-3.1056e+007
20246	-2.8231e+007
20247	-2.9796e+007
20248	1.0938e+006
20249	1.5038e+006
20250	3.1057e+005
20251	1.4914e+006
20252	-1.374e+007
20253	-1.2231e+007
20254	-1.4896e+007
20255	-9.7924e+006
20256	-8.6257e+006
20257	-1.2457e+007
20258	-3.1308e+007
20259	-3.0019e+007
20260	-2.1445e+007
20261	-1.8334e+007
20262	-2.8587e+007
20263	-2.8203e+007
20264	-2.8981e+007
20265	-1.7887e+006
20266	-3.5999e+006
20267	-3.5942e+006
20268	1.8678e+006
20269	1.7834e+006
20270	-1.3071e+007
20271	6.7178e+006
20272	7.4383e+006
20273	5.1228e+006
20274	-1.2005e+007
20275	-2.8365e+007
20276	1.5174e+007
20277	1.2392e+007
20278	7.3821e+006
20279	1.4604e+007
20280	1.6878e+007
20281	1.3049e+007
20282	1.429e+007
20283	4.9754e+006
20284	1.2277e+006
20285	2.0655e+005
20286	3.5019e+006
20287	3.1027e+006
20288	2.8127e+006
20289	2.7139e+006
20290	3.4308e+006
20291	3.432e+006
20292	2.1859e+006
20293	2.4118e+006
20294	2.3554e+006
20295	2.2026e+006
20296	2.7654e+006
20297	3.0978e+006
20298	3.687e+006
20299	3.1495e+006
20300	3.5344e+006
20301	3.5245e+006
20302	3.4857e+006
20303	3.3483e+006
20304	2.4402e+006
20305	2.6099e+006
20306	2.3474e+006
20307	3.0643e+006
20308	3.1049e+006
20309	2.4925e+006
20310	3.5952e+006
20311	3.8566e+006
20312	3.4369e+006
20313	2.8258e+006
20314	2.9327e+006
20315	1.5669e+006
20316	2.4554e+006
20317	2.6702e+006
20318	2.8875e+006
20319	3.3813e+006
20320	3.639e+006
20321	3.391e+006
20322	2.9004e+006
20323	3.2037e+006
20324	1.743e+006
20325	2.8636e+006
20326	2.4362e+006
20327	2.9433e+006
20328	2.7033e+006
20329	3.0855e+006
20330	3.0621e+006
20331	3.0085e+006
20332	2.8519e+006
20333	2.695e+006
20334	2.8243e+006
20335	2.1996e+006
20336	2.6914e+006
20337	2.5957e+006
20338	2.899e+006
20339	1.9665e+006
20340	2.223e+006
20341	1.4382e+006
20342	1.5054e+006
20343	2.1315e+006
20344	3.8281e+006
20345	3.3492e+006
20346	3.3544e+006
20347	3.3928e+006
20348	3.7552e+006
20349	3.0959e+006
20350	3.0526e+006
20351	2.6253e+006
20352	1.6366e+006
20353	1.7857e+006
20354	2.2103e+006
20355	2.3172e+006
20356	1.0405e+006
20357	1.0787e+006
20358	9.5138e+005
20359	5.679e+005
20360	1.8399e+006
20361	4.3438e+006
20362	3.8361e+006
20363	4.4619e+006
20364	3.4199e+006
20365	4.758e+006
20366	4.1374e+006
20367	2.9426e+006
20368	3.2851e+006
20369	3.1574e+006
20370	4.2636e+006
20371	2.737e+006
20372	2.3037e+006
20373	2.9358e+006
20374	2.2068e+006
20375	1.8369e+006
20376	2.0277e+006
20377	1.4243e+006
20378	1.3357e+006
20379	1.9349e+006
20380	3.7111e+006
20381	3.8148e+006
20382	4.2634e+006
20383	3.525e+006
20384	4.0547e+006
20385	3.424e+006
20386	3.5786e+006
20387	3.2411e+006
20388	3.2816e+006
20389	3.5699e+006
20390	3.634e+006
20391	3.752e+006
20392	3.6352e+006
20393	3.5682e+006
20394	2.389e+006
20395	2.6925e+006
20396	2.9685e+006
20397	3.2227e+006
20398	2.8314e+006
20399	2.5179e+006
20400	3.236e+006
20401	2.3439e+006
20402	2.4041e+006
20403	2.2158e+006
20404	2.5495e+006
20405	2.5694e+006
20406	1.5706e+006
20407	2.4642e+006
20408	2.2279e+006
20409	2.9448e+006
20410	2.0053e+006
20411	2.6951e+006
20412	1.725e+006
20413	1.9258e+006
20414	1.8694e+006
20415	1.302e+006
20416	1.5786e+006
20417	1.3598e+006
20418	2.6038e+006
20419	2.8139e+006
20420	2.5503e+006
20421	2.8914e+006
20422	2.5647e+006
20423	2.909e+006
20424	2.207e+006
20425	2.6296e+006
20426	2.8424e+006
20427	2.7247e+006
20428	1.7759e+006
20429	2.3103e+006
20430	2.1224e+006
20431	1.9818e+006
20432	2.5124e+006
20433	2.3897e+006
20434	2.4848e+006
20435	2.1062e+006
20436	1.7583e+006
20437	3.535e+006
20438	3.653e+006
20439	3.1966e+006
20440	3.2853e+006
20441	2.2901e+006
20442	2.2619e+006
20443	1.7555e+006
20444	2.2126e+006
20445	1.5834e+006
20446	1.2572e+006
20447	1.0551e+006
20448	1.1223e+006
20449	6.847e+005
20450	3.8378e+006
20451	4.4636e+006
