Node Number	Normal Stress (MPa)
21209	0.41722
21210	0.16436
21211	0.17735
21212	7.6069e-002
21213	8.5091e-002
21214	4.9077e-003
21215	0.11488
21216	0.5121
21217	1.3351e-002
21218	7.1356e-002
21219	-8.7509e-002
21220	-6.0955e-002
21221	0.13012
21222	0.30622
21223	-0.23282
21224	0.34166
21225	0.52807
21226	0.42059
21227	-0.12304
21228	0.47629
21229	-0.11874
21230	-0.17307
21231	0.22607
21232	0.10087
21233	0.9476
21234	0.60457
21235	0.65478
21236	0.13864
21237	1.1651
21238	0.94597
21239	-0.12015
21240	0.15516
21241	0.4822
21242	6.5346e-003
21243	-8.7532e-002
21244	-0.44801
21245	-8.1777e-002
21246	-0.45292
21247	-0.52015
21248	-0.34627
21249	-6.1329e-002
21250	-0.5399
21251	-0.15529
21252	-2.1853e-002
21253	0.12146
21254	-4.4887e-002
21255	4.7406e-002
21256	0.69316
21257	0.17258
21258	9.3336e-003
21259	0.68957
21260	3.4264e-002
21261	-0.18133
21262	0.7412
21263	0.76595
21264	0.63781
21265	0.68315
21266	2.7381
21267	2.5476
21268	0.98289
21269	1.0686
21270	-0.22317
21271	2.1234
21272	1.654
21273	2.8462
21274	1.3506
21275	2.9218
21276	2.4879
21277	-0.55606
21278	0.18311
21279	-1.8885
21280	2.9556e-002
21281	-0.55175
21282	-1.2944
21283	2.1538
21284	0.44248
21285	0.37924
21286	1.3878
21287	1.8747
21288	3.0538
21289	3.9011
21290	-0.20648
21291	3.5343e-002
21292	0.14867
21293	-1.82e-002
21294	-7.1624e-002
21295	-0.47023
21296	2.0669e-002
21297	-0.27115
21298	-0.73923
21299	-0.65314
21300	2.7095e-002
21301	-0.69071
21302	-6.7969e-002
21303	-0.76923
21304	-0.66832
21305	-0.13262
21306	-2.7208e-002
21307	-0.93044
21308	0.1198
21309	0.30751
21310	-0.16675
21311	-0.4589
21312	-0.88098
21313	-1.6281
21314	0.7094
21315	1.2163
21316	-0.82539
21317	0.50532
21318	0.97496
21319	1.1916
21320	0.95371
21321	0.73916
21322	0.98249
21323	-0.4772
21324	-0.89745
21325	-0.77035
21326	-0.39447
21327	-0.40227
21328	-0.12532
21329	-0.25571
21330	0.10341
21331	-0.36663
21332	-0.40443
21333	-0.2063
21334	0.17796
21335	3.3339e-002
21336	-6.7156e-003
21337	2.7935e-002
21338	0.17174
21339	0.57188
21340	0.7014
21341	0.20433
21342	0.52713
21343	0.58984
21344	0.50346
21345	0.7301
21346	0.46799
21347	0.82294
21348	0.65063
21349	0.38472
21350	0.64695
21351	0.42182
21352	0.10719
21353	0.78854
21354	0.90106
21355	-0.25313
21356	-7.9951e-002
21357	0.5091
21358	0.95902
21359	0.66207
21360	0.70996
21361	-0.23064
21362	-9.82e-002
21363	-0.33927
21364	0.47508
21365	0.56323
21366	-0.41779
21367	0.62118
21368	0.23674
21369	0.21882
21370	0.32424
21371	-0.81647
21372	-0.83498
21373	-0.53712
21374	-0.58144
21375	-0.759
21376	-0.52187
21377	-0.67455
21378	-0.72223
21379	-0.73004
21380	-0.10135
21381	1.1553e-002
21382	0.3132
21383	-7.5249e-002
21384	-8.8652e-002
21385	1.5898e-002
21386	-0.14751
21387	0.2419
21388	2.9231e-002
21389	0.16346
21390	-7.9611e-002
21391	3.7681e-002
21392	0.16352
21393	0.22602
21394	-0.13068
21395	-0.39616
21396	-0.27003
21397	-0.47391
21398	-0.50708
21399	-0.47941
21400	-0.26114
21401	-0.46909
21402	-0.10711
21403	0.20506
21404	0.21499
21405	2.4177e-002
21406	0.16526
21407	9.991e-002
21408	0.16198
21409	0.35166
21410	0.4327
21411	7.4454e-002
21412	0.41995
21413	0.23768
21414	8.1482e-002
21415	0.1993
21416	9.1271e-002
21417	-0.14064
21418	4.2659e-002
21419	-0.2608
21420	4.8655e-002
21421	-0.21183
21422	-0.1779
21423	-0.21943
21424	3.1399e-002
21425	3.1226e-002
21426	0.12012
21427	3.9165e-002
21428	-1.8638
21429	-1.9799
21430	-2.2518
21431	-2.0379
21432	-0.60569
21433	-2.1095
21434	-1.6065
21435	-2.3536
21436	-1.1857
21437	-1.5509
21438	0.21897
21439	0.19229
21440	-1.1692
21441	0.26299
21442	-1.0097
21443	1.9056e-002
21444	-0.27255
21445	-0.86914
21446	-0.317
21447	0.14891
21448	1.2722e-002
21449	0.18553
21450	4.4859e-002
21451	-0.3019
21452	0.54081
21453	0.45293
21454	0.20108
21455	0.19328
21456	0.31441
21457	0.2837
21458	0.43369
21459	0.25719
21460	0.28647
21461	0.1008
21462	0.3283
21463	0.39104
21464	0.42586
21465	0.3082
21466	-4.732e-002
21467	-6.5042e-002
21468	-0.12087
21469	8.1572e-002
21470	-0.14741
21471	-0.17769
21472	-6.2762e-002
21473	-6.4393e-002
21474	4.743e-002
21475	0.22816
21476	0.30808
21477	0.12802
21478	0.27909
21479	0.34855
21480	-0.46803
21481	-0.71846
21482	-0.59204
21483	-0.43379
21484	-0.43238
21485	-0.48491
21486	-0.46062
21487	1.1651
21488	9.7313e-002
21489	0.37066
21490	0.11495
21491	0.11045
21492	-0.45823
21493	1.1839
21494	-0.1021
21495	0.14899
21496	-0.85835
21497	-2.4545e-003
21498	0.51739
21499	-0.22821
21500	0.32327
21501	0.43251
21502	-0.33483
21503	0.53697
21504	0.23103
21505	-0.26397
21506	0.22462
21507	0.2919
21508	0.47144
21509	8.7921e-002
21510	0.3821
21511	0.51272
21512	0.47095
21513	0.14198
21514	0.20676
21515	0.27308
21516	0.67157
21517	0.53125
21518	0.94379
21519	0.7911
21520	-0.24712
21521	-0.10198
21522	-0.3189
21523	-0.13297
21524	-0.27998
21525	1.2942
21526	0.82411
21527	9.4459e-002
21528	-0.17412
21529	-0.17077
21530	-3.8024e-002
21531	-0.2007
21532	-0.35156
21533	-0.21724
21534	-0.30258
21535	0.11281
21536	-0.14837
21537	-0.15779
21538	-1.7856e-002
21539	0.30684
21540	-0.67913
21541	-0.70877
21542	-0.66664
21543	-0.55164
21544	-0.6218
21545	-0.62071
21546	-0.59296
21547	-0.74276
21548	-0.56556
21549	-0.66718
21550	-0.52796
21551	-0.70391
21552	0.29879
21553	0.16339
21554	1.4643e-004
21555	0.68038
21556	-0.19052
21557	-0.1305
21558	0.62914
21559	0.89502
21560	6.9328
21561	8.1066
21562	2.5051
21563	3.9718
21564	5.5744
21565	5.6501
21566	4.4907
21567	1.7953
21568	7.1878
21569	-1.0259
21570	-0.64622
21571	-0.73182
21572	-0.67845
21573	-0.96681
21574	-0.46477
21575	-0.96621
21576	-0.54673
21577	3.3474
21578	-2.2486
21579	-2.5205
21580	-2.0176
21581	-2.1825
21582	-1.8196
21583	-2.2267
21584	-4.3532
21585	-1.5788
21586	-3.3935
21587	-0.32421
21588	-1.2882
21589	-3.7264
21590	-5.1482
21591	-2.9713
21592	-4.1034
21593	-0.13174
21594	8.2113e-003
21595	-0.29401
21596	0.14811
21597	-0.14609
21598	0.99484
21599	1.632
21600	0.88719
21601	0.95787
21602	1.9467
21603	0.24251
21604	7.4533e-002
21605	-8.4624e-002
21606	-0.12584
21607	8.1798e-002
21608	0.12643
21609	-0.10093
21610	-0.21003
21611	-0.3743
21612	-0.40439
21613	-0.57801
21614	-0.35541
21615	-0.44223
21616	-0.60556
21617	-0.10442
21618	1.3241e-002
21619	0.19081
21620	-0.22695
21621	-9.2138e-002
21622	0.11358
21623	-0.50587
21624	0.45439
21625	0.12753
21626	0.17496
21627	-0.53485
21628	-2.9471e-002
21629	0.2026
21630	-7.5034e-002
21631	-0.10496
21632	0.50542
21633	0.42254
21634	0.38821
21635	-0.1368
21636	-0.43903
21637	-0.6027
21638	-2.6673e-002
21639	-9.2083e-003
21640	6.1656e-002
21641	2.2303e-003
21642	5.8745e-002
21643	0.18373
21644	1.0802
21645	0.57953
21646	0.67791
21647	0.36519
21648	0.28322
21649	0.62802
21650	-0.19548
21651	-0.39385
21652	0.10617
21653	-0.28228
21654	-0.30792
21655	-0.68331
21656	-0.78526
21657	-0.76511
21658	-0.80813
21659	-0.71996
21660	-0.4843
21661	-0.85531
21662	-0.6749
21663	-0.75668
21664	-1.5125e-002
21665	6.5539e-002
21666	-4.0265e-002
21667	0.13562
21668	1.6907e-002
21669	0.18963
21670	9.679e-002
21671	1.3402e-002
21672	-0.23441
21673	-0.28518
21674	-7.2471e-002
21675	-0.29955
21676	-0.29057
21677	-0.35775
21678	-0.28087
21679	-0.22878
21680	-0.14881
21681	2.9697
21682	2.5776
21683	2.0761
21684	2.9099
21685	-0.50946
21686	-0.75859
21687	-0.33144
21688	-0.51869
21689	-0.26077
21690	-0.59906
21691	0.19302
21692	0.26135
21693	9.7343e-002
21694	0.25488
21695	5.2639e-002
21696	4.7675e-002
21697	1.2747e-002
21698	8.1256e-002
21699	1.9868e-003
21700	-0.59499
21701	-1.6749
21702	-0.67607
21703	-0.41359
21704	-0.61012
21705	-1.1705
21706	-0.35097
21707	-1.2284
21708	-0.97367
21709	-1.2278
21710	-0.80828
21711	-0.50444
21712	-0.36581
21713	-0.7012
21714	-0.4906
21715	-0.5046
21716	-0.6845
21717	-0.6579
21718	-0.50334
21719	-0.38282
21720	-0.62447
21721	-0.66749
21722	-0.69128
21723	-0.53132
21724	-0.34366
21725	-0.44168
21726	-0.26494
21727	-0.45802
21728	-0.13071
21729	-0.30087
21730	-2.9206e-002
21731	-0.60057
21732	-3.5056e-002
21733	-0.10883
21734	-0.35417
21735	4.1773e-002
21736	-0.11543
21737	-0.26703
21738	0.65849
21739	0.26093
21740	0.26308
21741	-0.42192
21742	0.60452
21743	-6.5709e-002
21744	-0.4054
21745	-0.78507
21746	-0.17866
21747	0.58358
21748	-0.26082
21749	0.61098
21750	-7.917e-003
21751	0.70312
21752	0.63975
21753	-0.18996
21754	-0.36797
21755	-0.24373
21756	-0.17888
21757	-0.41098
21758	-0.11499
21759	-0.16755
21760	-0.11544
21761	-0.31043
21762	-0.1448
21763	-4.9193e-002
21764	-0.39159
21765	-0.85391
21766	-0.47103
21767	-0.50734
21768	-0.94006
21769	-0.50839
21770	-0.40618
21771	-0.51325
21772	-0.65385
21773	-0.65409
21774	0.55459
21775	0.66773
21776	0.19787
21777	0.29172
21778	0.49604
21779	0.60916
21780	0.14324
21781	0.4877
21782	0.64858
21783	0.54677
21784	-8.0354e-002
21785	9.5528e-002
21786	-6.2611e-002
21787	2.6191e-002
21788	-7.0701e-002
21789	5.6702e-002
21790	-9.1832e-002
21791	-2.6687e-002
21792	1.1105
21793	0.57529
21794	1.0633
21795	0.61042
21796	-0.24006
21797	-5.9326e-002
21798	-0.21293
21799	-0.10528
21800	-9.9736e-002
21801	-0.11177
21802	-9.9475e-002
21803	-0.21884
21804	-3.2686e-002
21805	-0.16903
21806	-0.10724
21807	-7.768e-002
21808	-0.82531
21809	-0.33209
21810	-0.91635
21811	-0.1846
21812	-0.73242
21813	-0.78495
21814	-0.64179
21815	-0.24925
21816	-1.0471
21817	-7.9413e-002
21818	-0.33981
21819	-0.16616
21820	-0.19112
21821	-0.3339
21822	6.9156e-002
21823	-1.0834e-002
21824	-1.9534e-003
21825	0.16411
21826	0.15328
21827	0.15048
21828	-0.46903
21829	-0.63844
21830	-1.3762
21831	-1.3606
21832	-0.52442
21833	0.3275
21834	-1.3089
21835	-0.97612
21836	-1.1388
21837	-0.26286
21838	0.15875
21839	-0.66732
21840	-1.0405
21841	-0.79586
21842	-0.65252
21843	-0.48087
21844	-0.55878
21845	-0.50435
21846	-1.0139
21847	-0.88379
21848	-0.70727
21849	-0.49998
21850	-0.8516
21851	-0.63521
21852	-1.1404
21853	-0.35656
21854	-0.3076
21855	-0.36915
21856	-0.14494
21857	-0.21068
21858	-0.30526
21859	-0.37856
21860	-0.20656
21861	-0.32456
21862	-9.1979e-002
21863	-0.23519
21864	-0.10517
21865	-0.1462
21866	0.11102
21867	-0.15779
21868	0.20854
21869	6.2922e-002
21870	0.22977
21871	-0.24007
21872	-9.1491e-003
21873	0.23509
21874	0.15065
21875	-0.11237
21876	-0.16711
21877	-8.6547e-002
21878	-4.4074e-002
21879	-0.61884
21880	-0.41296
21881	-0.44533
21882	-0.52506
21883	-0.49764
21884	-0.67753
21885	-0.66925
21886	0.28735
21887	0.14988
21888	-1.0434e-002
21889	0.14014
21890	0.17357
21891	5.9639e-002
21892	0.24467
21893	0.17746
21894	-0.59405
21895	-0.62837
21896	-0.57289
21897	-0.27113
21898	-0.42533
21899	-0.38516
21900	-0.38703
21901	-0.39856
21902	-0.49739
21903	-0.51986
21904	0.14402
21905	0.41421
21906	-0.34507
21907	-8.4543e-002
21908	-2.6538e-002
21909	0.24401
21910	0.28245
21911	0.32951
21912	-5.056e-002
21913	0.35157
21914	-0.37282
21915	-7.2771e-002
21916	0.42189
21917	0.38755
21918	-0.22176
21919	0.3661
21920	-0.53614
21921	-0.65059
21922	-0.35557
21923	-0.55743
21924	-0.55897
21925	-0.53122
21926	-0.60544
21927	-0.46621
21928	-0.47644
21929	-0.56037
21930	-0.22574
21931	-0.39366
21932	-0.4375
21933	-0.22184
21934	-0.17803
21935	-2.6735e-002
21936	-0.39472
21937	0.22611
21938	-0.17212
21939	0.15983
21940	0.32589
21941	0.31226
21942	0.57847
21943	0.54692
21944	0.18043
21945	0.37511
21946	0.63279
21947	0.13792
21948	0.62996
21949	0.62462
21950	-0.19695
21951	-0.27376
21952	-0.4315
21953	1.5156e-002
21954	-0.16444
21955	6.156e-002
21956	-0.29835
21957	-0.8269
21958	-0.91878
21959	-0.73994
21960	-0.84338
21961	-0.68369
21962	-0.76209
21963	-0.88288
21964	-0.22179
21965	-0.40507
21966	0.31622
21967	-0.44058
21968	-0.34719
21969	9.9459e-002
21970	0.3339
21971	-0.51568
21972	0.24396
21973	-0.36971
21974	-0.35207
21975	0.50984
21976	-0.39953
21977	-0.51567
21978	-0.32253
21979	-0.58862
21980	-0.21718
21981	-0.48599
21982	-0.33083
21983	-0.65204
21984	-0.3262
21985	-0.56827
21986	-0.60851
21987	8.0453e-003
21988	0.1962
21989	-6.3287e-002
21990	-0.14726
21991	-0.61561
21992	-2.5566e-002
21993	0.12503
21994	-1.0002
21995	-3.0795e-002
21996	0.13541
21997	9.8005e-002
21998	0.1785
21999	7.8199e-002
22000	0.18086
22001	0.33969
22002	0.44131
22003	-0.19585
22004	-0.79244
22005	-2.4299
22006	-1.3812
22007	-1.4652
22008	-1.9335
22009	-2.2737
22010	-2.5595
22011	-2.3181
22012	-1.9847
22013	-2.6819
22014	-1.8815
22015	0.85389
22016	0.27272
22017	0.67219
22018	1.0937
22019	1.6918e-002
22020	0.31539
22021	0.24434
22022	1.0975
22023	0.99245
22024	1.2189
22025	0.55895
22026	-0.23514
22027	-0.46464
22028	-0.55781
22029	-0.23344
22030	-0.56032
22031	-0.34664
22032	-0.4286
22033	0.29586
22034	-0.19152
22035	0.34185
22036	-0.29138
22037	2.2945
22038	2.2898
22039	0.57848
22040	0.6194
22041	0.51523
22042	1.1788
22043	1.5238
22044	1.358
22045	0.91452
22046	1.1544
22047	0.19006
22048	8.6547e-002
22049	0.27067
22050	9.0612e-002
22051	-1.8782e-002
22052	-2.1435
22053	-2.6366
22054	-2.2086
22055	-2.4943
22056	-2.2705
22057	-1.9195
22058	-2.2987
22059	-2.3429
22060	-1.9291
22061	-1.4378
22062	-1.7764
22063	-1.8012
22064	-1.7843
22065	-1.4012
22066	-1.6214
22067	-1.1391
22068	-1.3311
22069	-1.7746
22070	-1.8276
22071	-1.938
22072	-5.6886e-002
22073	0.12224
22074	-0.15539
22075	-0.18532
22076	2.4936e-002
22077	0.18545
22078	0.25753
22079	0.23736
22080	0.24343
22081	0.60872
22082	0.24854
22083	0.26659
22084	0.45071
22085	0.64576
22086	0.65471
22087	0.147
22088	0.16126
22089	0.66135
22090	0.28657
22091	-0.26486
22092	8.3421e-002
22093	0.38346
22094	0.24712
22095	-5.3684e-002
22096	-1.2726
22097	-1.2559
22098	-1.0021
22099	-0.60835
22100	-0.73127
22101	-1.0504
22102	-1.2311
22103	-1.305
22104	0.19091
22105	0.23527
22106	-0.37345
22107	-0.1448
22108	0.36771
22109	0.50441
22110	0.11961
22111	-0.37833
22112	-0.316
22113	-0.14578
22114	-0.36946
22115	-0.26239
22116	-8.0758e-002
22117	-0.38101
22118	-0.27423
22119	-0.4133
22120	-0.30977
22121	-0.19765
22122	0.22692
22123	8.1662e-002
22124	0.45374
22125	0.48934
22126	8.2406e-003
22127	0.55546
22128	0.36032
22129	0.51949
22130	-0.69071
22131	-0.30751
22132	-0.33099
22133	-0.3722
22134	-0.64491
22135	-0.53391
22136	-0.32662
22137	-0.5517
22138	-0.96707
22139	-0.56573
22140	-0.72751
22141	-0.68294
22142	-0.77469
22143	-0.67606
22144	-0.6045
22145	-0.70054
22146	-0.33745
22147	-0.72341
22148	-0.67884
22149	-0.33419
22150	-0.7706
22151	-0.18663
22152	-0.4681
22153	0.63047
22154	0.43184
22155	0.98699
22156	0.85066
22157	0.64884
22158	0.54985
22159	1.2958
22160	0.81268
22161	-0.23961
22162	-0.3044
22163	-0.27472
22164	-0.11863
22165	-4.8667e-002
22166	-0.11493
22167	-0.28643
22168	-0.18863
22169	-0.29121
22170	5.9392e-002
22171	0.62447
22172	-0.41958
22173	-0.34436
22174	0.30822
22175	0.50756
22176	-0.35452
22177	0.97008
22178	-0.95877
22179	-8.2802e-002
22180	0.33881
22181	-0.67948
22182	-0.63357
22183	-1.3455
22184	-1.4138
22185	-0.84166
22186	-0.73066
22187	-1.3006
22188	-0.74845
22189	-0.94047
22190	-1.4369
22191	-1.1638
22192	5.4601e-002
22193	1.2282
22194	0.91489
22195	0.65003
22196	-1.6306e-002
22197	0.17959
22198	-3.7922e-003
22199	-7.5579e-002
22200	-0.19172
22201	-0.39597
22202	1.0674
22203	0.33778
22204	5.0731e-002
22205	0.16013
22206	0.1671
22207	0.10413
22208	0.39698
22209	0.35296
22210	0.78047
22211	0.52947
22212	0.82657
22213	0.45228
22214	0.29585
22215	0.62565
22216	-0.321
22217	-0.14026
22218	-0.18227
22219	-0.18622
22220	-0.17262
22221	-0.40207
22222	-0.28713
22223	-0.65512
22224	-0.68449
22225	-3.4291e-002
22226	-0.43252
22227	-2.9466e-002
22228	0.21236
22229	5.9362e-002
22230	-0.44801
22231	5.1855e-002
22232	-0.62868
22233	-0.56765
22234	0.16989
22235	0.13593
22236	0.15535
22237	0.27983
22238	0.22372
22239	0.29728
22240	0.4542
22241	0.2777
22242	0.51499
22243	0.34881
22244	0.2816
22245	0.24908
22246	0.11498
22247	0.15833
22248	2.1807e-002
22249	3.7124e-002
22250	6.9813e-003
22251	0.17878
22252	1.0884e-002
22253	-4.2659e-002
22254	-0.21932
22255	-0.49469
22256	-0.23969
22257	0.65231
22258	0.66515
22259	0.30154
22260	0.53613
22261	0.76906
22262	-0.19436
22263	-0.27101
22264	-0.22419
22265	-5.3277e-002
22266	-0.27531
22267	-0.26633
22268	-0.10843
22269	-0.20454
22270	-0.14408
22271	-0.12727
22272	-0.41863
22273	-8.6672e-002
22274	-0.16199
22275	-0.25438
22276	-0.23953
22277	-0.12183
22278	-0.38992
22279	-5.0363e-002
22280	-0.33025
22281	-0.13392
22282	-0.1122
22283	-0.37168
22284	-0.37646
22285	-0.18849
22286	0.39787
22287	1.4348e-002
22288	0.14727
22289	0.2011
22290	-0.33573
22291	-0.3171
22292	-0.44206
22293	-0.38428
22294	-0.3074
22295	-0.26073
22296	-0.42117
22297	-0.29806
22298	-0.36331
22299	-0.17534
22300	-0.6043
22301	-0.63747
22302	-0.58683
22303	-0.67527
22304	-9.2881e-002
22305	-0.7195
22306	-0.50059
22307	-0.35634
22308	-0.47656
22309	-0.34934
22310	-0.46267
22311	-0.31235
22312	-0.44178
22313	-0.31867
22314	-0.29914
22315	-0.27205
22316	-0.32649
22317	-0.20942
22318	-0.47667
22319	-0.58011
22320	-0.34404
22321	-0.42042
22322	-0.37532
22323	-0.49882
22324	-0.15223
22325	-0.45819
22326	-0.19917
22327	0.32413
22328	-0.17127
22329	-0.34314
22330	-0.3867
22331	0.40971
22332	-0.1338
22333	-0.34222
22334	0.51386
22335	0.36951
22336	-0.22906
22337	-0.72952
22338	-0.68739
22339	-0.76352
22340	0.21624
22341	1.4429e-002
22342	0.17518
22343	0.66143
22344	-0.13237
22345	0.30261
22346	0.14419
22347	-5.9102e-002
22348	0.33805
22349	-0.27435
22350	0.22832
22351	-0.12665
22352	0.26094
22353	-0.39399
22354	-0.17668
22355	0.28356
22356	0.66909
22357	0.69741
22358	0.75108
22359	0.22055
22360	0.44736
22361	0.4384
22362	0.11174
22363	0.36122
22364	0.20478
22365	0.53458
22366	-0.55239
22367	-0.22923
22368	-0.45723
22369	-0.47998
22370	-0.46609
22371	-0.35231
22372	-0.31577
22373	-0.40831
22374	-0.33142
22375	-0.32208
22376	2.5349
22377	1.5984
22378	1.6101
22379	2.1171
22380	1.1573
22381	2.2669
22382	0.81395
22383	0.20267
22384	-0.69198
22385	-2.016
22386	-0.27905
22387	-0.3423
22388	-0.68718
22389	-1.2095
22390	0.49315
22391	0.58636
22392	1.2235
22393	0.60234
22394	0.54363
22395	1.5382
22396	0.45407
22397	0.16627
22398	-0.18298
22399	8.4979e-002
22400	-1.0873e-002
22401	0.11633
22402	-0.55082
22403	-0.69829
22404	-0.87561
22405	-1.5025
22406	-0.38387
22407	-0.58516
22408	-0.33491
22409	-3.3449
22410	-4.0876
22411	0.70573
22412	-2.4139
22413	1.0064
22414	-1.6166
22415	0.26066
22416	-4.4318
22417	1.1079
22418	1.0986
22419	1.5551
22420	1.0733
22421	1.1143
22422	2.1852
22423	1.0101
22424	0.66521
22425	1.6493
22426	1.5186
22427	-1.0054
22428	0.15496
22429	-0.64225
22430	-2.5281
22431	-0.78505
22432	-0.35911
22433	-1.4023
22434	-0.20438
22435	6.3545e-002
22436	-0.19594
22437	-1.2768
22438	-0.15822
22439	-0.11438
22440	-1.1328
22441	2.7588e-003
22442	-0.35951
22443	1.5468e-002
22444	0.48727
22445	0.19493
22446	4.6472e-002
22447	0.30412
22448	4.3906e-002
22449	1.1174
22450	-0.40258
22451	8.2447e-002
22452	-0.31971
22453	0.45085
22454	0.1984
22455	0.1462
22456	0.35941
22457	-0.4862
22458	0.32134
22459	-0.34772
22460	0.10679
22461	1.1577
22462	-2.7023
22463	-0.52538
22464	0.13004
22465	0.20965
22466	8.9572e-002
22467	1.4252e-002
22468	0.14264
22469	0.65143
22470	1.5739
22471	5.3917e-002
22472	0.14605
22473	0.13679
22474	-0.46837
22475	-0.6472
22476	-0.6858
22477	-0.55099
22478	-0.67037
22479	-0.34527
22480	-0.96472
22481	-0.40219
22482	-0.71514
22483	-0.87846
22484	-0.84627
22485	-1.0693
22486	0.88695
22487	1.1422
22488	9.819e-002
22489	1.2861
22490	0.17341
22491	0.82599
22492	1.254
22493	0.78457
22494	1.0524
22495	0.36199
22496	2.6373e-002
22497	0.27585
22498	-8.3504e-002
22499	-0.12782
22500	-0.10106
22501	0.44921
22502	1.5049e-002
22503	0.42775
22504	0.21003
22505	0.36584
22506	0.19912
22507	0.25563
22508	0.32208
22509	0.29595
22510	0.30797
22511	0.15165
22512	3.9412e-002
22513	0.37721
22514	-7.8214e-002
22515	0.24872
22516	7.347e-002
22517	0.237
22518	-0.46275
22519	0.48033
22520	0.55982
22521	0.16441
22522	-0.52059
22523	0.24873
22524	9.5731e-002
22525	0.34389
22526	-0.41164
22527	-0.59232
22528	-0.31397
22529	0.67518
22530	0.84186
22531	0.64737
22532	0.47212
22533	-0.39313
22534	-0.16938
22535	-0.18278
22536	-0.20155
22537	-0.37177
22538	0.36189
22539	0.17568
22540	0.42451
22541	0.31199
22542	5.6768e-002
22543	4.1643e-002
22544	-0.5187
22545	-9.3106e-002
22546	3.5694e-002
22547	-0.2473
22548	-0.25673
22549	-0.39078
22550	-0.29114
22551	-0.83839
22552	-0.68934
22553	-0.44467
22554	-0.78251
22555	-0.32147
22556	-0.78502
22557	-0.62823
22558	-1.1413
22559	-0.17934
22560	-4.4146e-002
22561	-0.31307
22562	-0.75612
22563	-0.68068
22564	-1.5219
22565	-0.69899
22566	-0.60732
22567	-1.0181
22568	-1.0514
22569	-1.3402
22570	-1.2744
22571	-1.1988
22572	0.14818
22573	-0.7111
22574	0.25857
22575	0.21142
22576	-0.65109
22577	-0.57621
22578	-0.48747
22579	0.37444
22580	-0.42515
22581	-2.0617
22582	-2.0461
22583	-1.6616
22584	-2.1829
22585	-2.2111
22586	-2.035
22587	-2.1984
22588	-2.2553
22589	-0.76086
22590	-0.37151
22591	-0.8606
22592	-0.90365
22593	-0.47772
22594	-0.44016
22595	-1.0921
22596	-0.84686
22597	-0.57155
22598	-0.90218
22599	-0.74696
22600	-0.24451
22601	-0.95121
22602	-0.9531
22603	-1.5052
22604	-1.5534
22605	-1.0014
22606	-1.5606
22607	-0.90818
22608	-1.5967
22609	1.3479e-002
22610	-0.10944
22611	-0.5803
22612	-0.17008
22613	0.10052
22614	-0.60928
22615	-0.68319
22616	-0.59861
22617	-0.25894
22618	-0.59136
22619	-0.48683
22620	-0.60889
22621	-0.43168
22622	-0.51886
22623	-0.31803
22624	-0.66912
22625	-0.11289
22626	-0.34745
22627	-0.1646
22628	-0.3442
22629	-0.75487
22630	-0.19664
22631	-0.66359
22632	-0.4781
22633	-0.33289
22634	-0.23043
22635	-0.23239
22636	0.15984
22637	0.42898
22638	-0.24536
22639	-0.2986
22640	-1.8982e-002
22641	-0.76258
22642	-0.84639
22643	-0.7071
22644	-0.6421
22645	-0.6316
22646	-0.77931
22647	-8.6664e-002
22648	4.6086e-002
22649	-2.4993e-002
22650	-0.21847
22651	-0.14188
22652	-0.1675
22653	1.5224e-002
22654	-0.77386
22655	-0.19147
22656	-0.68838
22657	-0.7182
22658	-0.59918
22659	0.25186
22660	0.17453
22661	0.31875
22662	0.23728
22663	0.38384
22664	-0.51424
22665	-0.25646
22666	-0.25182
22667	-0.32552
22668	-0.48597
22669	-0.36284
22670	-0.34332
22671	-0.11128
22672	-0.22877
22673	-0.27749
22674	0.12331
22675	-0.40337
22676	-0.2488
22677	-3.61e-002
22678	0.31218
22679	0.61221
22680	0.47588
22681	0.43481
22682	0.91298
22683	0.92107
22684	0.1601
22685	0.65476
22686	0.68933
22687	0.89332
22688	1.061
22689	1.1532
22690	0.26009
22691	0.74868
22692	-0.88909
22693	-0.87827
22694	-0.68479
22695	-0.80287
22696	-0.56681
22697	-0.81255
22698	-0.56466
22699	-0.822
22700	-0.74659
22701	-0.86392
22702	-0.68095
22703	-2.477e-003
22704	0.40594
22705	-0.22729
22706	-0.25828
22707	-3.7373e-002
22708	7.8222e-002
22709	-0.28551
22710	-0.12076
22711	0.24548
22712	-6.0764e-002
22713	-0.26975
22714	-0.40753
22715	0.43519
22716	-0.34173
22717	-0.26305
22718	0.20878
22719	0.26794
22720	0.42542
22721	0.51716
22722	0.49187
22723	0.40181
22724	0.29742
22725	0.5493
22726	-1.0218e-002
22727	-3.5538e-002
22728	1.6388e-002
22729	8.2336e-002
22730	-0.478
22731	-0.5359
22732	-0.84079
22733	-0.24734
22734	-0.19713
22735	-0.51396
22736	-0.71327
22737	-0.32522
22738	9.4058e-002
22739	-0.97206
22740	-0.96904
22741	-0.59039
22742	-0.78499
22743	-0.10058
22744	0.53211
22745	0.26751
22746	0.62844
22747	0.39118
22748	0.69074
22749	0.62495
22750	1.8341e-002
22751	0.36604
22752	0.19916
22753	0.26826
22754	2.2509e-002
22755	0.35088
22756	-0.1797
22757	5.7709e-003
22758	-0.11816
22759	0.24092
22760	-0.13853
22761	0.21021
22762	5.2199e-002
22763	0.27361
22764	8.7994e-002
22765	0.48515
22766	0.42078
22767	2.0445e-002
